journal,issue,year,author.s.lastnames,title,link,variable,variety,language,variation.type,social.significance,production,production.details,perception,perception.details,metalinguistic.behaviors,metalinguistic.behaviors.details,overt.prestige.or.stigma,overt.prestige.or.stigma.details,data.source,coder.notes
LVC,12(3),2000,Martinez,A sociohistorical basis of grammatical simplication: The absolute construction in nineteenth-century Tejano narrative discourse,https://doi.org/10.1017/S0954394500123026,gerund form in absolute constructions (simple vs. complex [w/habiendo]),19th cent. Texas Spanish,Spanish,omission,x,x,"region (""Both changes in the internal syntax seem to affect San Antonio Tejanos first and RGV Tejanos later"")",not analyzed,NA,not analyzed,NA,not mentioned,NA,"documents (newspapers, letters, affidavits)",NA
LVC,12(3),2000,Martinez,A sociohistorical basis of grammatical simplication: The absolute construction in nineteenth-century Tejano narrative discourse,https://doi.org/10.1017/S0954394500123026,adjoining tendency of absolute construction (right vs. left),19th cent. Texas Spanish,Spanish,order,x,x,"region (""the changes in the external syntax of the AC appear to be taking hold sooner in San Antonio than in the RGV"")",not analyzed,NA,not analyzed,NA,not mentioned,NA,"documents (newspapers, letters, affidavits)",NA
LVC,13(1),2001,Scherre,Phrase-level parallelism effect on noun phrase number agreement,https://doi.org/10.1017/S0954394501131042,noun phrase number agreement (plural -s vs. Ø),Rio de Janeiro Portuguese,Portuguese,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,spoken corpus,NA
LVC,13(1),2001,Pollan,The expression of pragmatic values by means of verbal morphology: A variationist study,https://doi.org/10.1017/S0954394501131030,simple past indicative (-ei vs. -ara),Galician,Galician,form,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,spoken corpus,NA
LVC,13(1),2001,Pollan,The expression of pragmatic values by means of verbal morphology: A variationist study,https://doi.org/10.1017/S0954394501131030,simple past indicative (canté vs. cantara vs. había cantado),Galician Spanish,Spanish,"form, omission",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,x,"""Since the use of cantara in the indicative is stigmatized in Spanish, given its Galician origin, speakers avoid its use by replacing it with había cantado, the corresponding Spanish pluperfect form (in Galician, cantara is also the pluperfect form). […] Because Galician is a language with lower prestige than Spanish, many speakers try to show a good command of Spanish by avoiding forms perceived to be influenced by Galician.""",interviews,NA
LVC,13(1),2001,Walker,Using the past to explain the present: Tense and temporal reference in Early African American English,https://doi.org/10.1017/S0954394501131017,morphosyntactic expression of present temporal reference on lexical verbs (simple present [-s vs. Ø] vs. progressive vs. will vs. do(es)),African Nova Scotian English,English,"form, omission, order",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,interviews,NA
LVC,13(1),2001,Walker,Using the past to explain the present: Tense and temporal reference in Early African American English,https://doi.org/10.1017/S0954394501131017,morphosyntactic expression of present temporal reference on lexical verbs (simple present [-s vs. Ø] vs. progressive vs. will vs. do(es)),19th c. African American English,English,"form, omission, order",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,interviews,NA
LVC,13(1),2001,Walker,Using the past to explain the present: Tense and temporal reference in Early African American English,https://doi.org/10.1017/S0954394501131017,morphosyntactic expression of present temporal reference on lexical verbs (simple present [-s vs. Ø] vs. progressive vs. will vs. do(es)),Samaná English,English,"form, omission, order",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,interviews,NA
LVC,13(2),2001,Schluter,Why worser is better: The double comparative in 16th- to 17th-century English,https://doi.org/10.1017/S0954394501132047,double comparative worser (vs. worse),16th to 17th century English,English,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,x,"worser ""stigmatiz[ed] as non-standard or vulgar""",prose texts,NA
LVC,13(2),2001,Smith,Negative concord in the Old and New World: Evidence from Scotland ,https://doi.org/10.1017/S0954394501132011,negative concord in sentential negation,Buckie dialect,Scots,form,x,x,"age (reflecting different relationships toward mainstream linguistic norms), sex",not analyzed,NA,x,self-correction observed,x,"""a highly stigmatized variable,"" ""negative concord is stigmatized in the middle-aged female group""",conversations,NA
LVC,14(1),2002,"Yaeger-Dror, Hall-Lew, & Deckert",It's not or isn't it? Using large corpora to determine the influences on contraction strategies,https://doi.org/10.1017/S0954394502141044,not-negation variation (aux-contracted vs. not-contracted),English,English,form,x,x,"region, register (literary vs. spoken; spoken conversational vs. debate), social class (in literature)",not analyzed,NA,x,"""British authors like Trollope and Eliot are very likely to attribute not-contraction to the class of the speaker""",not mentioned,NA,"informative journalistic prose, literary prose, semi-scripted spoken informative prose, unscripted supportive conversational interactions, unscripted adversarial interactions",NA
LVC,14(1),2002,Langman & Bayley,The acquisition of verbal morphology by Chinese learners of Hungarian,https://doi.org/10.1017/S0954394502141032,verbal morphology (form that corresponds to native speaker usage vs. base form lacking inflection where inflection is required vs. inflected form that does not correspond to native-speaker usage vs. interlanguage form),Hungarian (Chinese learners),Hungarian,"form, omission",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
LVC,14(1),2002,Moore,Writing good Southerne: Local and supralocal norms in the Plumpton letter collection,https://doi.org/10.1017/S0954394502141019,third person present singular verb endings (-th vs. -s),15th and 16th c. English,English,form,x,x,"gender, social function",not analyzed,NA,not analyzed,NA,x,"-th ""probably a literate and prestigious variant""",letters,NA
LVC,14(1),2002,Moore,Writing good Southerne: Local and supralocal norms in the Plumpton letter collection,https://doi.org/10.1017/S0954394502141019,third person plural be (be vs. are),15th and 16th c. English,English,form,x,x,"gender (weakly, few tokens)",not analyzed,NA,not analyzed,NA,x,"incoming form described as ""written prestige form""",letters,NA
LVC,14(1),2002,Moore,Writing good Southerne: Local and supralocal norms in the Plumpton letter collection,https://doi.org/10.1017/S0954394502141019,third person plural verbs (Ø vs. -s vs. -th),15th and 16th c. English,English,"form, omission",x,x,"social function, gender",not analyzed,NA,not analyzed,NA,x,"incoming form described as ""written prestige form""",letters,NA
LVC,14(2),2002,Owens,"Processing the world piece by piece: Iconicity, lexical insertion, and possessives in Nigerian Arabic codeswitching ",https://doi.org/10.1017/S0954394502142025,possessive constructions (N N vs. NP hana NP),Nigerian Arabic,Arabic,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,"interviews, unstructured conversations",NA
LVC,14(3),2002,Meyerhoff,Formal and cultural constraints on optional objects in Bislama,https://doi.org/10.1017/S0954394502143031,optional objects (null forms vs. pronominal forms vs. full NPs),Bislama,Bislama,"form, omission",null,null,"no effects of sex, age, or education",not analyzed,NA,not analyzed,NA,not mentioned,NA,conversations,NA
LVC,14(3),2002,Ingham,Negated subjects and objects in 15th-century nonliterary English,https://doi.org/10.1017/S095439450214302X,object displacement (OV vs. VO order),15th century nonliterary English,English,order,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,private correspondence,NA
LVC,14(3),2002,Ingham,Negated subjects and objects in 15th-century nonliterary English,https://doi.org/10.1017/S095439450214302X,subject displacement in expletive there constructions,15th century nonliterary English,English,order,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,private correspondence,NA
LVC,15(1),2003,McCafferty,"The Northern Subject Rule in Ulster: How Scots, how English?",https://doi.org/10.1017/S0954394503151046,Northern Subject Rule (plural verbal -s),nineteenth-century Northern Irish English,English,omission,x,x,region,not analyzed,NA,not analyzed,NA,null,"described as ""frequent but unstigmatized feature""",letters,NA
LVC,15(1),2003,"Nagy, Blondeau, & Auger","Second language acquisition and ""real"" French: An investigation of subject doubling in the French of Montreal Anglophones",https://doi.org/10.1017/S0954394503151034,double subject marking (NP + pronoun),French of Montreal anglophones,French,form,x,x,"level of integration into francophone community, but results ambiguous btwn imperfect mastery of French grammar and intentional identity-construction choice",not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus,"doubling described as ""nonstandard"" but no stigma mentioned"
LVC,15(1),2003,Weldon,Copula variability in Gullah,https://doi.org/10.1017/S0954394503151022,"copula variability (full, contracted, and zero forms)",Gullah,Gullah,"form, omission",x,x,"gender, style (weak effects)",not analyzed,NA,not analyzed,NA,not mentioned,NA,"interviews, casual group conversations",NA
LVC,15(1),2003,Haddican,Dialect contact in a Southern Basque town ,https://doi.org/10.1017/S0954394503151010,auxiliary verb root vowel alternations,Oiartzun Basque,Basque,form,x,x,"age (reflecting change), sex",not analyzed,NA,x,"""several informants referred explicitly to forms of *edun as a prestige or dialect marker""",x,see Metalx behaviors column,sociolinguistic interviews,NA
LVC,15(2),2003,Angermeyer & Singler,The case for politeness: Pronoun variation in co-ordinate NPs in object position in English ,https://doi.org/10.1017/S0954394503152027,co-ordinate object NPs (me and X vs. X and me vs. X and I),American English,English,"form, order",x,x,"Education & age: Youngest speakers and those with the least amount of formal education (less than undergraduate degree) favor the Vernacular [me and X]; Oldest speakers and those with the greatest amount of formal education (doctorate holders) favor the Standard [X and me]; Speakers intermediate in age and level of education (undergraduate degree) favor the Polite [X and I]). Sex: female speakers favored the Vernacular and male speakers the Standard. Token source: ""Guests"" on ""trash"" television use Vernacular form almost exclusively; experimental participants who worked at an advertising agency used more Polite forms than any other group.",not analyzed,NA,not analyzed,NA,x,"Polite form (X and I) prescribed against and implicated in education, with focus on I vs me. ","observation of everyday speech, sociolinguistic experiment",NA
LVC,16(1),2004,Flores-Ferrán,Spanish subject personal pronoun use in New York City Puerto Ricans: Can we rest the case of English contact?,https://doi.org/10.1017/S0954394504161048,subject personal pronoun use,New York City Puerto Rican Spanish,Spanish,omission,x,x,Degree of exposure to NYC: NYC native-born group has a higher probability of using more overt pronouns than other groups (recent arrivals and established residents). Age of arrival and language spoken at home not significant.,not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
LVC,16(2),2004,Jones & Tagliamonte,From Somerset to Samana: Preverbal did in the voyage of English,https://doi.org/10.1017/S0954394504162029,habitual past reference: did vs. other marking,Samaná English,English,"form, order",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
LVC,16(2),2004,Jones & Tagliamonte,From Somerset to Samana: Preverbal did in the voyage of English,https://doi.org/10.1017/S0954394504162029,habitual past reference: did vs. other marking,Somerset English,English,"form, order",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
LVC,16(2),2004,Nahkola & Saanilahti,Mapping language changes in real time: A panel study on Finnish,https://doi.org/10.1017/S0954394504162017,shortening of 1st and 2nd person singular personal pronouns in the nominative case,"Finnish of Virrat, Finland",Finnish,form,x,x,Age: Use of Standard Finnish (phonologically unreduced) forms decreasing in real time and apparent time. Sex: Females ahead of males in language change.,not analyzed,NA,not analyzed,NA,not mentioned,NA,interviews,NA
LVC,16(2),2004,Nahkola & Saanilahti,Mapping language changes in real time: A panel study on Finnish,https://doi.org/10.1017/S0954394504162017,shortening of the verb olla 'to be' in the present tense forms of the 1st and 2nd person singular,"Finnish of Virrat, Finland",Finnish,form,x,x,Age: Use of Standard Finnish (phonologically unreduced) forms decreasing in apparent time. Sex: Females ahead of males in language change.,not analyzed,NA,not analyzed,NA,not mentioned,NA,interviews,NA
LVC,16(2),2004,Nahkola & Saanilahti,Mapping language changes in real time: A panel study on Finnish,https://doi.org/10.1017/S0954394504162017,loss of final -i from the conditional mode verb forms ending in -si,"Finnish of Virrat, Finland",Finnish,omission,x,x,Age: Use of Standard Finnish (unshortened) form decreasing in real and apparent time. No effect of sex.,not analyzed,NA,not analyzed,NA,not mentioned,NA,interviews,NA
LVC,16(2),2004,Nahkola & Saanilahti,Mapping language changes in real time: A panel study on Finnish,https://doi.org/10.1017/S0954394504162017,loss of final -i from the past tense verb forms ending in -si,"Finnish of Virrat, Finland",Finnish,omission,x,x,Age: Use of Standard Finnish (unshortened) form decreasing in real and apparent time. No effect of sex.,not analyzed,NA,not analyzed,NA,not mentioned,NA,interviews,NA
LVC,16(2),2004,Nahkola & Saanilahti,Mapping language changes in real time: A panel study on Finnish,https://doi.org/10.1017/S0954394504162017,loss of the infinitive morpheme (-ma-/-mä-) from the 3rd infinitive verb forms in the illative case,Virrat Finnish,Finnish,omission,x,x,"Age: Use of Standard Finnish (unshortened) form is complicated, with a decrease in apparent time in the 1986 corpus but an increase in real time between the 1986 and 1996 corpora. Sex: Males ahead of females in language change.",not analyzed,NA,not analyzed,NA,not mentioned,NA,interviews,NA
LVC,16(3),2004,"King, Nadasdi, & Butler",First-person plural in Prince Edward Island Acadian French: The fate of the vernacular variant je...ons,https://doi.org/10.1017/S0954394504163035,first person plural pronoun (on vs. je),Prince Edward Island Acadian French,French,form,x,x,"age, sex, language, level of French education, position in linguistic marketplace, style (narrative vs. non-narrative)",not analyzed,NA,not analyzed,NA,x,"je ""stigmatized"" in some communities, subject to ""contact with other varieties""",sociolinguistic interviews,"traditional je variant has ""taken on a new function in discourse, that of indexing the performance of narratives of personal experience"""
LVC,16(3),2004,Hay & Schreier,Reversing the trajectory of language change: Subject-verb agreement with be in New Zealand English,https://doi.org/10.1017/S0954394504163047,singular be with plural NP subjects,New Zealand English,English,form,x,x,"gender, social class, date of birth (change in progress)",not analyzed,NA,not analyzed,NA,not mentioned,NA,"interviews, oral histories",NA
LVC,17(1),2005,"Tagliamonte, Smith, & Lawrence",No taming the vernacular! Insights from the relatives in northern Britain,https://doi.org/10.1017/S0954394505050040,relative pronuns (that vs. zero vs. WH words),"Lowland Scotland, Northwest England, and Northern Ireland Englishes",English,"form, omission",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,x,"WH forms reflect ""a prestige form imposed from the outside""",conversations,NA
LVC,17(1),2005,Raumolin-Brunberg,The diffusion of subject YOU: A case study in historical sociolinguistics,https://doi.org/10.1017/S0954394505050039,second-person subject pronoun (ye vs. you),Late Middle and Early Modern Englishes,English,form,x,x,"gender, register (family vs. nonfamily), region, social rank",not analyzed,NA,not analyzed,NA,null,"""this was a change from below in terms of social awareness""",corpus of correspondence,NA
LVC,17(1),2005,Zilles,The development of a new pronoun: The linguistic and social embedding of a gente in Brazilian Portuguese,https://doi.org/10.1017/S0954394505050027,first person plural pronoun (a gente vs. nos),Brazilian Portuguese,Portuguese,form,x,x,"age (change in progress), gender, education",not analyzed,NA,not analyzed,NA,x,"""negative evaluations [of a gente] have appeared in newspapers, TV shows, and schools""",sociolinguistic interviews,NA
LVC,17(1),2005,Walker,The ain't constraint: Not-contraction in early African American English,https://doi.org/10.1017/S0954394505050015,"realization of not-negation (not-contraction, aux-contraction, ain't)",Early African American English,English,form,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,x,"ain't ""a shibboleth of non-standard English"", ""highly stigmatized""",interviews,NA
LVC,17(2),2005,Herat,BE variation in Sri Lankan English,https://doi.org/10.1017/S0954394505050088,zero copula,Sri Lankan English,English,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
LVC,17(2),2005,Van Herk & Walker,S marks the spot? Regional variation and early African American correspondence ,https://doi.org/10.1017/S0954394505050052,verbal -s marking,Early African American English,English,omission,x,x,"degree of literacy, region",not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus of letters,NA
LVC,17(3),2005,Mesthrie,Assessing representations of South African Indian English in writing: An application of variation theory,https://doi.org/10.1017/S095439450505012X,-ing ending on nonprogressive verbs preceded by a modal (rather than by be),South African Indian English,English,omission,x,not analyzed,NA,not analyzed,NA,x,used in literature to index stereotypes of the dialect,x,"mock language used ""to stigmatize incompetent English""",media,NA
LVC,17(3),2005,Warner,Why DO dove: Evidence for register variation in Early Modern English negatives,https://doi.org/10.1017/S0954394505050106,periphrastic DO in negative declaratives,Early Modern English,English,"form, order",x,x,"style/register (as assessed through lexical complexity), age (age-grading)",not analyzed,NA,not analyzed,NA,not mentioned,NA,database of English plays and prose,NA
LVC,18(1),2006,Dunlap,Dialectal variation in mood choice in Spanish journalistic prose,https://doi.org/10.1017/S0954394506060029,mood choice in subordinate clauses of past temporal complex sentences (subjunctive vs. indicative),Spanish,Spanish,form,x,x,region (Mexico vs. Spain vs. others),not analyzed,NA,not analyzed,NA,x,"""The observation that the preterit subjunctive is used as a preterit, imperfect or present or past perfect indicative in literature and in journalistic prose has long been noted (Staubach, 1946; Wright, 1926a, 1926b, 1947) and even criticized (Mallo, 1947, 1950).""",journalistic prose,NA
LVC,18(1),2006,Wolford,Variation in the expression of possession by Latino children ,https://doi.org/10.1017/S0954394506060054,third person possessive pronoun confusion (his for her and vice versa),Latino English,English,form,x,x,"regional origin, gender, age, exposure to Spanish",not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
LVC,18(1),2006,Wolford,Variation in the expression of possession by Latino children ,https://doi.org/10.1017/S0954394506060054,periphrastic of vs. attributive -s,English,English,"form, order",x,x,"ethnicity, regional origin, gender, exposure to Spanish",not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
LVC,18(1),2006,Wolford,Variation in the expression of possession by Latino children ,https://doi.org/10.1017/S0954394506060054,attributive -s absence,English,English,omission,x,x,"ethnicity, regional origin, gender",not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
LVC,18(3),2006,Ingham,On two negative concord dialects in early English,https://doi.org/10.1017/S0954394506060121,negative concord (presence or absence of the Old English and early Middle English sentential negator ne),Old English,English,omission,x,x,region,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus of texts,NA
LVC,18(3),2006,Ingham,On two negative concord dialects in early English,https://doi.org/10.1017/S0954394506060121,negative concord (presence or absence of the Old English and early Middle English sentential negator ne),Middle English,English,omission,x,x,region,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus of texts,NA
LVC,19(1),2007,Kallel,The loss of negative concord in Standard English: Internal factors ,https://doi.org/10.1017/S0954394507070019,negative concord (competition between n-words and any-words),Early Modern English,English,form,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus of texts,NA
LVC,19(1),2007,"Smith, Durham, & Fortune","“Mam, my trousers is fa'in doon!”: Community, caregiver, and child in the acquisition of variation in a Scottish dialect",https://doi.org/10.1017/S0954394507070044,-s in third-person-plural contexts,Buckie dialect,Scots,omission,null,null,no effect of child/caregiver/community status; little to no stylistic effect,not analyzed,NA,not analyzed,NA,not mentioned,NA,naturalistic caregiver/child speech,NA
LVC,19(2),2007,Travis,Genre effects on subject expression in Spanish: Priming in narrative and conversation,https://doi.org/10.1017/S0954394507070081,first-person singular subject expression ,New Mexican Spanish & Colombian Spanish,Spanish,omission,x,x,Genre: Low rate of subject expression in NM data due to narrative genre of data; high rate of subject expression in Colombian data due to conversational genre of data.,not analyzed,NA,not analyzed,NA,not mentioned,NA,"recorded interviews, spontaneous conversation",NA
LVC,19(3),2007,Kearns,Regional variation in the syntactic distribution of null finite complementizer,https://doi.org/10.1017/S0954394507000117,that vs. zero complementizer in nonrelative embedded clauses,"New Zealand, Australian, American, and British Englishes",English,omission,x,x,"region (NZ, Aus, US, Britain)",not analyzed,NA,not analyzed,NA,not mentioned,NA,newspaper corpus,NA
LVC,19(3),2007,Charity,Regional differences in low SES African-American children's speech in the school setting ,https://doi.org/10.1017/S0954394507000129,"morphosyntactic features (amalgamating over zero plural, zero posessive (s), zero verbal (s), and zero copula)",African-American Vernacular English,English,omission,x,x,"region (AAVE higher in New Orleans than Cleveland or DC), age (retreat of AAVE after kindergarten)",not analyzed,NA,not analyzed,NA,x,"""phonological features […] are less stigmatized in the school setting than the morphosyntactic features […] features such as copula absence […] carry a greater social stigma even within the African-American community""","sentence imitation task, story retelling task",NA
LVC,19(3),2007,José,Appalachian English in southern Indiana? The evidence from verbal -s,https://doi.org/10.1017/S0954394507000130,plural verbal -s,Kentuckiana English,English,omission,x,x,"education (less = more -s), age (older = more -s)",not analyzed,NA,not analyzed,NA,not mentioned,NA,individual- and dual-participant interviews and group sessions,NA
LVC,20(1),2008,Laitinen,"Sociolinguistic patterns in grammaticalization: He, they, and those in human indefinite reference",https://doi.org/10.1017/S0954394508000045,"pronoun used when expressing an unknown, indefinite reference in anaphora (he vs. they)",Early and Late Modern English,English,form,x,x,"gender, register",not analyzed,NA,x,"""normative statements in English […] proscribed the break in number concord and promoted the new high prestige form, he""",x,"they ""attracted attention in normative grammars in the 18th century""",corpus of correspondence,NA
LVC,20(1),2008,Laitinen,"Sociolinguistic patterns in grammaticalization: He, they, and those in human indefinite reference",https://doi.org/10.1017/S0954394508000045,"pronoun used when expressing an unknown, indefinite reference in cataphora (he vs. they vs. those)",Early and Late Modern English,English,form,x,x,"gender, register",not analyzed,NA,not analyzed,NA,null,"""The change probably never rose to awareness""",corpus of correspondence,NA
LVC,20(1),2008,Hackert,Counting and coding the past: Circumscribing the variable context in quantitative analyses of past inflection,https://doi.org/10.1017/S0954394508000033,past inflection,Bahamian Creole English,Bahamian Creole English,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,"sociolinguistic interviews, tense-aspect questionnaire",NA
LVC,20(1),2008,Arroyo,The variable expression of future tense in Peninsular Spanish: The present (and future) of inflectional forms in the Spanish spoken in a bilingual region,https://doi.org/10.1017/S095439450800001X,future tense expression (morphological vs. periphrastic),Castellón (Spain) Spanish,Spanish,"form, omission, order",x,x,"region (correlated w/presence of Catalan), age (probable change in progress), social status, sex (within some status groups)",not analyzed,NA,not analyzed,NA,x,hypothesizes based on class and gender patterning that periphrastic is seen as prestige variant (also since it's widely used elsewhere in the Spanish-speaking world),semidirected interviews,NA
LVC,20(1),2008,Meir,The role of prosody in morphological change: The case of Hebrew bound numerals,https://doi.org/10.1017/S0954394508000070,gender marking on bound numerals (collapse of masc and fem into masc),Modern Hebrew,Hebrew,form,x,x,"age (change in progress, though perhaps some age-grading too due to less exposure to schooling)",not analyzed,NA,not analyzed,NA,x,"""This change is taking place in spite of deliberate efforts on the part of the prescriptive organizations such as the Academy for the Hebrew Language, language consultants, and language teachers""","production task, grammaticality judgment task",NA
LVC,20(1),2008,Schwenter & Cacoullos,Defaults and indeterminacy in termporal grammaticalization: The 'perfect' road to perfective,https://doi.org/10.1017/S0954394508000057,expression of past perfective tense-aspect (present perfect vs. preterit),Mexican Spanish,Spanish,form,null,null,"no effect of ""educated"" vs. ""popular"" speech",not analyzed,NA,not analyzed,NA,not mentioned,NA,conversational corpus,NA
LVC,20(1),2008,Schwenter & Cacoullos,Defaults and indeterminacy in termporal grammaticalization: The 'perfect' road to perfective,https://doi.org/10.1017/S0954394508000057,expression of past perfective tense-aspect (present perfect vs. preterit),Peninsular Spanish,Spanish,form,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus of interviews,NA
LVC,20(2),2008,van Compernolle,Morphosyntactic and phonological constraints on negative particle variation in French-language chat discourse,https://doi.org/10.1017/S0954394508000112,variable presence or absence of the negative morpheme ne,French,French,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,IRC chats,NA
LVC,20(2),2008,Taylor,Contact effects of translation: Distinguishing two kinds of influence in Old English,https://doi.org/10.1017/S0954394508000100,structure of prepositional phrases with pronominal complements (head-initial vs. head-final),Old English,English,order,x,x,text type: differences in biblical vs. nonbiblical text translations -- attributed to preferences for literal translations of Bible vs. freer translations of other texts,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus of prose,NA
LVC,20(2),2008,Sanchez,Accountability in morphological borrowing: Analyzing a linguistic subsystem as a sociolinguistic variable,https://doi.org/10.1017/S0954394508000124,whether a borrowed structure is used,Papiamentu,Papiamentu,"form, order",null,null,"""there is no strong evidence that social factors play a deterministic role in borrowing""",not analyzed,NA,not analyzed,NA,not mentioned,NA,"written texts, sociolinguistic interviews",paper abstracts over specific structures
LVC,20(3),2008,Pintzuk & Haeberli,Structural variation in Old English root clauses,https://doi.org/10.1017/S095439450800015X,head-initial vs. head-final structure in root clauses,Old English,English,order,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus of prose,NA
LVC,21(1),2009,Sundgren,The varying influence of social and linguistic factors on language stability and change: The case of Eskilstuna,https://doi.org/10.1017/S0954394509000040,definite singular suffix of neuter nouns (presence vs. absence of -t),Eskilstuna Swedish,Swedish,omission,x,x,"social group, gender, age group",not analyzed,NA,not analyzed,NA,not mentioned,NA,informal conversationlike interviews,NA
LVC,21(1),2009,Sundgren,The varying influence of social and linguistic factors on language stability and change: The case of Eskilstuna,https://doi.org/10.1017/S0954394509000040,"definite plural suffix of neuter nouns (-en vs. -ena, -a)",Eskilstuna Swedish,Swedish,form,x,x,"social group, gender, age group",not analyzed,NA,x,"described as ""salient,"" as evidenced through ""metalinguistic awareness and the degree to which the variable is an object of overt comment and public discussion"" (though no details given)",not mentioned,NA,informal conversationlike interviews,NA
LVC,21(1),2009,Sundgren,The varying influence of social and linguistic factors on language stability and change: The case of Eskilstuna,https://doi.org/10.1017/S0954394509000040,plural suffix of the nouns of the first declension (-or vs. -er),Eskilstuna Swedish,Swedish,form,null,null,(numbers are small),not analyzed,NA,not analyzed,NA,x,"described as ""salient,"" as evidenced through ""metalinguistic awareness and the degree to which the variable is an object of overt comment and public discussion"" (though no details given)",informal conversationlike interviews,NA
LVC,21(1),2009,Sundgren,The varying influence of social and linguistic factors on language stability and change: The case of Eskilstuna,https://doi.org/10.1017/S0954394509000040,past participle suffix of the verbs of the first and the fourth conjugations (with vs. without -t),Eskilstuna Swedish,Swedish,omission,x,x,"social group, gender, age group",not analyzed,NA,not analyzed,NA,not mentioned,NA,informal conversationlike interviews,NA
LVC,21(1),2009,Sundgren,The varying influence of social and linguistic factors on language stability and change: The case of Eskilstuna,https://doi.org/10.1017/S0954394509000040,past participle suffix of the verbs of the second conjugation (with vs. without -t),Eskilstuna Swedish,Swedish,omission,x,x,"social group, gender, age group",not analyzed,NA,x,"described as ""salient,"" as evidenced through ""metalinguistic awareness and the degree to which the variable is an object of overt comment and public discussion"" (though no details given)",x,"non-t form ""is never heard in public discourse or used by professional media staff and is commonly stigmatized""",informal conversationlike interviews,NA
LVC,21(1),2009,Sundgren,The varying influence of social and linguistic factors on language stability and change: The case of Eskilstuna,https://doi.org/10.1017/S0954394509000040,preterite suffix of the verbs of the first conjugation (-de vs. Ø),Eskilstuna Swedish,Swedish,omission,x,x,"social group, gender, age group",not analyzed,NA,not analyzed,NA,not mentioned,NA,informal conversationlike interviews,NA
LVC,21(1),2009,Sundgren,The varying influence of social and linguistic factors on language stability and change: The case of Eskilstuna,https://doi.org/10.1017/S0954394509000040,be/become (blev vs. vart),Eskilstuna Swedish,Swedish,form,x,x,"social group, gender, age group",not analyzed,NA,x,"described as ""salient,"" as evidenced through ""metalinguistic awareness and the degree to which the variable is an object of overt comment and public discussion"" (though no details given)",not mentioned,NA,informal conversationlike interviews,NA
LVC,21(1),2009,"Owens, Dodsworth, & Rockwood",Subject-verb order in spoken Arabic: Morpholexical and event-based factors,https://doi.org/10.1017/S0954394509000027,subject-verb vs. verb-subject order,"Peninsular Arabic (Emirates, Kuwait, and Jedda)",Arabic,order,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,spoken corpus of interviews and narrations,NA
LVC,21(1),2009,Cheshire & Fox,Was/were variation: A perspective from London,https://doi.org/10.1017/S0954394509000015,"was/were variation, affirmative contexts",London English,English,form,x,x,"age, location (inner vs. outer London), gender (females use was more), ethnicity (Black Caribbean use nonstandard was most of all)",not analyzed,NA,not analyzed,NA,x,"""social stigmatization may contribute to the decline of nonstandard was,"" at least in other communities","informal, unstructured conversations; self-recordings",NA
